암호화요양기호,요양기관명,총의사수,의과전문의 인원수,CT보유대수,MRI보유대수
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ3OSQyNjEyMjIjNjEjJDEjJDgjJDgz,남부제통마취과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQ3MiQyNjEyMjIjODEjJDEjJDIjJDgz,남산경대의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ4OSQyNjEwMDIjNDEjJDEjJDgjJDgz,남산병원,8,8,1.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,남산치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ3OSQyNjE0ODEjNjEjJDEjJDAjJDgz,남앤김안과의원,2,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,남외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,남윤덕가정의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNjEjJDEjJDQjJDgz,남치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,내눈에꽃의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ5IyQ5OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,내아이처럼치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNjEjJDEjJDAjJDgz,내안에유산부인과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNjIkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,내이치과병원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjODEjJDEjJDYjJDgz,네오미피부과의원,3,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,네이처영상의학과의원,1,1,1.0,2.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,노비뇨기과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNDEjJDEjJDQjJDgz,노세형치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,노아한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzMxIyQxIyQzIyQ3OSQzNjE4MzIjNjEjJDEjJDgjJDgz,노치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQ4OSQzNjE4MzIjNDEjJDEjJDgjJDgz,노태용정신과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzExIyQxIyQ3IyQ3OSQ0NjEwMDIjNDEjJDEjJDgjJDgz,노한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjNDEjJDEjJDQjJDgz,녹두한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,녹십자연합의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQyIyQxIyQwMCQ0NjEwMDIjODEjJDEjJDYjJDgz,녹원한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,논공누가한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQzNjEyMjIjNDEjJDEjJDgjJDgz,논공외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzUxIyQxIyQ1IyQ4OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,논공플러스치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQyIyQ1IyQwMCQyNjE0ODEjNDEjJDEjJDgjJDgz,누가한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,누가한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,누네안과병원,22,22,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzQxIyQyIyQ3IyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,누리한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQxIyQ4MiQyNjEyMjIjNTEjJDEjJDYjJDgz,누에보의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ2MiQyNjE0ODEjODEjJDEjJDIjJDgz,눈사랑안과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,뉴라이프병원,4,4,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz,뉴영대요양병원,6,3,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQwMyQzNjEwMDIjNDEjJDEjJDQjJDgz,뉴욕메디슨치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,뉴욕치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzIxIyQxIyQ5IyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,뉴톤치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ5IyQxMyQyNjEwMDIjNzEjJDEjJDgjJDgz,늘곁에구강내과치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQwMyQyNjEyMjIjODEjJDEjJDYjJDgz,늘맑은신경과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQwMyQzNjEyMjIjNDEjJDEjJDQjJDgz,늘본정형외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ5OSQyNjE4MzIjNDEjJDEjJDQjJDgz,늘봄치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,늘봄플란트치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,늘사랑치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,늘시원한위대항의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,늘채움치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,늘채움한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,늘편한속연합내과의원,3,3,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ3MiQzNjE4MzIjNjEjJDEjJDAjJDgz,늘편한신경외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ3OSQyNjE0ODEjNjEjJDEjJDQjJDgz,늘편한신내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,늘편한연합의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ4OSQyNjE0ODEjNDEjJDEjJDQjJDgz,늘편한연합의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,늘편한최내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,늘푸른우리내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQzIyQ4OSQ0NjEwMDIjNjEjJDEjJDgjJDgz,늘푸른의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDQjJDgz,늘푸른의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,늘푸른한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQ5OSQzNjEwMDIjNTEjJDEjJDYjJDgz,늘푸른한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDQjJDgz,늘품치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ4OSQyNjEyMjIjODEjJDEjJDYjJDgz,늘행복정신건강의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz,능성한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ4MiQyNjEyMjIjNDEjJDEjJDQjJDgz,니즈연합치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQ5MiQzNjEwMDIjNjEjJDEjJDQjJDgz,니즈연합치과의원율하점,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjODEjJDEjJDIjJDgz,다나산부인과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQyIyQ3IyQwMCQyNjE4MzIjNjEjJDEjJDgjJDgz,다나소아청소년과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjODEjJDEjJDIjJDgz,다나연합내과의원,3,3,1.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQxMyQyNjEyMjIjNDEjJDEjJDgjJDgz,다나을의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,다나제통의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ5IyQ4OSQzNjEyMjIjNDEjJDEjJDQjJDgz,다나치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQyIyQ5IyQwMCQzNjEwMDIjNjEjJDEjJDgjJDgz,다니엘연합치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,다니엘이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz,다니엘치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNzEjJDEjJDgjJDgz,다람소아청소년과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjNDEjJDEjJDgjJDgz,다바른치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQwMyQyNjEyMjIjNTEjJDEjJDIjJDgz,다봄치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz,다비드제통외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ5IyQ5MiQzNjE4MzIjNDEjJDEjJDgjJDgz,다빈치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDAjJDgz,다사굿모닝치과의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQzIyQwMyQzNjE0ODEjNDEjJDEjJDQjJDgz,다사랑의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,다사랑의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQxIyQxMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,다사랑패밀리의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ3OSQyNjE4MzIjNTEjJDEjJDYjJDgz,다사랑한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,다사수한의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ4OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,다사에스마디신경외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNjEjJDEjJDAjJDgz,다사요양병원,6,3,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,다사행복을심는치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjEyMjIjNzEjJDEjJDgjJDgz,다온내과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQxMyQyNjEyMjIjNjEjJDEjJDQjJDgz,다온연합소아청소년과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,다온정형외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQxIyQxIyQwMyQyNjEyMjIjODEjJDEjJDIjJDgz,다온치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5MiQzNjE0ODEjNDEjJDEjJDQjJDgz,다온피부과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz,다온한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,다올연합의원,3,3,1.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQyIyQzIyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,다원의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzUxIyQxIyQ1IyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,다이트한의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,다인연합의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,다인치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQzIyQ4MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,다정한산부인과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxMzUxIzIxIyQxIyQ1IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,다정한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,다정한치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNjEjJDEjJDgjJDgz,닥터굿재활의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzMxIyQxIyQzIyQ3MiQyNjEwMDIjNjEjJDEjJDAjJDgz,닥터권치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ5MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,닥터김메디코스의원,2,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQyNjE4MzIjNjEjJDEjJDgjJDgz,닥터드림재활의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz,닥터디자이너의원,2,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,닥터디자이너의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,닥터디자이너의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ1IyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,닥터박치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQyIyQzIyQwMCQ0NjE0ODEjODEjJDEjJDIjJDgz,닥터배이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNjEjJDEjJDAjJDgz,닥터베어풋신효상마취통증의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,닥터손마취통증의학과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,닥터손치과보철과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,닥터스마일치과교정과치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,닥터스마일치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ2MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,닥터스영상의학과의원,4,4,2.0,2.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDgjJDgz,닥터스피부과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ5MiQyNjEyMjIjNTEjJDEjJDYjJDgz,닥터신이비인후과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQyIyQxIyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,닥터오성형외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,닥터조제통외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQwMyQyNjE4MzIjNDEjJDEjJDgjJDgz,닥터존정형외과의원,3,3,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,닥터지니성형외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ5OSQzNjE4MzIjNTEjJDEjJDIjJDgz,닥터코코의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNDEjJDEjJDgjJDgz,닥터튠즈의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMzUxIzQxIyQxIyQ3IyQ5OSQzNjE4MzIjNjEjJDEjJDgjJDgz,닥터필의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,닥터한정형외과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,닥터해빗김미정소아청소년과의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMTkxIzUxIyQyIyQxIyQwMCQ0NjE0ODEjNjEjJDEjJDgjJDgz,단디플란트치과의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQyIyQ1IyQwMCQ0NjE0ODEjODEjJDEjJDYjJDgz,단비한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkMTMkMzgxNzAyIzUxIyQxIyQxIyQ2MiQ0NjE0ODEjNzEjJDEjJDgjJDgz,달구벌한의원,1,0,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,달서미즈맘병원,5,4,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,달서여성메디파크의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ1IyQ4MiQ0NjE0ODEjNTEjJDEjJDIjJDgz,달서연합의원,1,1,0.0,0.0
JDQ4MTYyMiM4MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQyIyQxIyQwMCQyNjE4MzIjNDEjJDEjJDQjJDgz,달서연합정형외과의원,2,2,0.0,0.0
JDQ4MTYyMiM4MSMkMSMkMCMkNzIkMzgxMzUxIzIxIyQxIyQ5IyQ2MiQzNjE4MzIjODEjJDEjJDYjJDgz,달서참조은치과의원,1,0,0.0,0.0
